edge_id,parent_entity_id,parent_entity_key,parent_name,child_entity_id,child_entity_key,child_name,relationship_type,certainty,source_id,page_number,line_number,source_ref,evidence_text,extraction_rule,wikidata_property_suggestion,privacy_review_required
EDGE_33A184A70E,ENT_74D7751851,عشی لقب عافی عقبر ابن الجن,عشی (لقب عافی عقبر ابن الجن),ENT_FD1155123A,ماضی لقب الظرب حالم النار,ماضی (لقب الظرب حالم النار),father_of_or_lineal_parent_of,medium,SRC003,1,1,SRC003 p.1 line 1,حضرت آدم علیہ السلام ← شیث علیہ السلام ← انوش ← قینان ← مہلائیل ← یرد ← اخنوخ (حضرت ادریس علیہ السلام) ← متوشلخ ← لامک ← حضرت نوح علیہ السلام ← سام ← ارفکشاد ← شالخ ← عابر ← فالج ← رعو ← سروج ← ناحور ← تارخ (آزر) ← حضرت ابراہیم علیہ السلام ← حضرت اسمعیل علیہ السلام ← بشیرلی (لقب بیم ۔ طبع) ← سمیر (لقب بشیمین ۔ معظم فی الکل) ← حمران (لقب اسمعیل ذو الاوج) ← الدریا (لقب حجران الطعان) ← صید (لقب اسمعیل ذو الطبع) ← عقبر (لقب ابراہم جابح اشمل) ← عشی (لقب عافی عقبر ابن الجن) ← ماضی (لقب الظرب حالم النار) ← ناخش (لقب علقم) ← جام (لقب علقم) ← طائح (طاب) لقب صیقان ← یدلاف (تلاف) لقب رائمه ← بلداس (محتل) ← حرا (العوام) ← قیدار (دوباشرہ جزمی) ← عزام (عزام) ← عوض (لقب شمر منی) ← مزری (برمز) ← کی (شیبی) (لقب لجمھر) ← زارح (لقب قمر) ← ناحت ← مقصری (مقص) ← مقصری (لقب حسن ۔ زمل) ← ابہام (ایامی) (لقب دوس الفن ۔ احمل الفلق) ← اقتاد (لقب لیامہ) ← عیمر (عامر) لقب نیدوان ذوالا مد به ← ديشان (لقب ازد اریہ) ← عیضنی (لقب مافر) ← ارغہ (رومہ) (لقب عدون) ← شحن (لقب جنود) ← سنجون (تحزن) (لقب تصور) ← بشرلی (لقب بیم,urdu_left_arrow_chain,,no
EDGE_E2A1FCA239,ENT_FD1155123A,ماضی لقب الظرب حالم النار,ماضی (لقب الظرب حالم النار),ENT_1A9887274D,ناخش لقب علقم,ناخش (لقب علقم),father_of_or_lineal_parent_of,medium,SRC003,1,1,SRC003 p.1 line 1,حضرت آدم علیہ السلام ← شیث علیہ السلام ← انوش ← قینان ← مہلائیل ← یرد ← اخنوخ (حضرت ادریس علیہ السلام) ← متوشلخ ← لامک ← حضرت نوح علیہ السلام ← سام ← ارفکشاد ← شالخ ← عابر ← فالج ← رعو ← سروج ← ناحور ← تارخ (آزر) ← حضرت ابراہیم علیہ السلام ← حضرت اسمعیل علیہ السلام ← بشیرلی (لقب بیم ۔ طبع) ← سمیر (لقب بشیمین ۔ معظم فی الکل) ← حمران (لقب اسمعیل ذو الاوج) ← الدریا (لقب حجران الطعان) ← صید (لقب اسمعیل ذو الطبع) ← عقبر (لقب ابراہم جابح اشمل) ← عشی (لقب عافی عقبر ابن الجن) ← ماضی (لقب الظرب حالم النار) ← ناخش (لقب علقم) ← جام (لقب علقم) ← طائح (طاب) لقب صیقان ← یدلاف (تلاف) لقب رائمه ← بلداس (محتل) ← حرا (العوام) ← قیدار (دوباشرہ جزمی) ← عزام (عزام) ← عوض (لقب شمر منی) ← مزری (برمز) ← کی (شیبی) (لقب لجمھر) ← زارح (لقب قمر) ← ناحت ← مقصری (مقص) ← مقصری (لقب حسن ۔ زمل) ← ابہام (ایامی) (لقب دوس الفن ۔ احمل الفلق) ← اقتاد (لقب لیامہ) ← عیمر (عامر) لقب نیدوان ذوالا مد به ← ديشان (لقب ازد اریہ) ← عیضنی (لقب مافر) ← ارغہ (رومہ) (لقب عدون) ← شحن (لقب جنود) ← سنجون (تحزن) (لقب تصور) ← بشرلی (لقب بیم,urdu_left_arrow_chain,,no
EDGE_802B543E9E,ENT_1A9887274D,ناخش لقب علقم,ناخش (لقب علقم),ENT_C0BBF05905,جام لقب علقم,جام (لقب علقم),father_of_or_lineal_parent_of,medium,SRC003,1,1,SRC003 p.1 line 1,حضرت آدم علیہ السلام ← شیث علیہ السلام ← انوش ← قینان ← مہلائیل ← یرد ← اخنوخ (حضرت ادریس علیہ السلام) ← متوشلخ ← لامک ← حضرت نوح علیہ السلام ← سام ← ارفکشاد ← شالخ ← عابر ← فالج ← رعو ← سروج ← ناحور ← تارخ (آزر) ← حضرت ابراہیم علیہ السلام ← حضرت اسمعیل علیہ السلام ← بشیرلی (لقب بیم ۔ طبع) ← سمیر (لقب بشیمین ۔ معظم فی الکل) ← حمران (لقب اسمعیل ذو الاوج) ← الدریا (لقب حجران الطعان) ← صید (لقب اسمعیل ذو الطبع) ← عقبر (لقب ابراہم جابح اشمل) ← عشی (لقب عافی عقبر ابن الجن) ← ماضی (لقب الظرب حالم النار) ← ناخش (لقب علقم) ← جام (لقب علقم) ← طائح (طاب) لقب صیقان ← یدلاف (تلاف) لقب رائمه ← بلداس (محتل) ← حرا (العوام) ← قیدار (دوباشرہ جزمی) ← عزام (عزام) ← عوض (لقب شمر منی) ← مزری (برمز) ← کی (شیبی) (لقب لجمھر) ← زارح (لقب قمر) ← ناحت ← مقصری (مقص) ← مقصری (لقب حسن ۔ زمل) ← ابہام (ایامی) (لقب دوس الفن ۔ احمل الفلق) ← اقتاد (لقب لیامہ) ← عیمر (عامر) لقب نیدوان ذوالا مد به ← ديشان (لقب ازد اریہ) ← عیضنی (لقب مافر) ← ارغہ (رومہ) (لقب عدون) ← شحن (لقب جنود) ← سنجون (تحزن) (لقب تصور) ← بشرلی (لقب بیم,urdu_left_arrow_chain,,no
EDGE_80E634E977,ENT_C0BBF05905,جام لقب علقم,جام (لقب علقم),ENT_A23AD9928C,طايح طاب لقب صیقان,طائح (طاب) لقب صیقان,father_of_or_lineal_parent_of,medium,SRC003,1,1,SRC003 p.1 line 1,حضرت آدم علیہ السلام ← شیث علیہ السلام ← انوش ← قینان ← مہلائیل ← یرد ← اخنوخ (حضرت ادریس علیہ السلام) ← متوشلخ ← لامک ← حضرت نوح علیہ السلام ← سام ← ارفکشاد ← شالخ ← عابر ← فالج ← رعو ← سروج ← ناحور ← تارخ (آزر) ← حضرت ابراہیم علیہ السلام ← حضرت اسمعیل علیہ السلام ← بشیرلی (لقب بیم ۔ طبع) ← سمیر (لقب بشیمین ۔ معظم فی الکل) ← حمران (لقب اسمعیل ذو الاوج) ← الدریا (لقب حجران الطعان) ← صید (لقب اسمعیل ذو الطبع) ← عقبر (لقب ابراہم جابح اشمل) ← عشی (لقب عافی عقبر ابن الجن) ← ماضی (لقب الظرب حالم النار) ← ناخش (لقب علقم) ← جام (لقب علقم) ← طائح (طاب) لقب صیقان ← یدلاف (تلاف) لقب رائمه ← بلداس (محتل) ← حرا (العوام) ← قیدار (دوباشرہ جزمی) ← عزام (عزام) ← عوض (لقب شمر منی) ← مزری (برمز) ← کی (شیبی) (لقب لجمھر) ← زارح (لقب قمر) ← ناحت ← مقصری (مقص) ← مقصری (لقب حسن ۔ زمل) ← ابہام (ایامی) (لقب دوس الفن ۔ احمل الفلق) ← اقتاد (لقب لیامہ) ← عیمر (عامر) لقب نیدوان ذوالا مد به ← ديشان (لقب ازد اریہ) ← عیضنی (لقب مافر) ← ارغہ (رومہ) (لقب عدون) ← شحن (لقب جنود) ← سنجون (تحزن) (لقب تصور) ← بشرلی (لقب بیم,urdu_left_arrow_chain,,no
EDGE_AD72C15034,ENT_A23AD9928C,طايح طاب لقب صیقان,طائح (طاب) لقب صیقان,ENT_E6851D93F0,یدلاف تلاف لقب رايمه,یدلاف (تلاف) لقب رائمه,father_of_or_lineal_parent_of,medium,SRC003,1,1,SRC003 p.1 line 1,حضرت آدم علیہ السلام ← شیث علیہ السلام ← انوش ← قینان ← مہلائیل ← یرد ← اخنوخ (حضرت ادریس علیہ السلام) ← متوشلخ ← لامک ← حضرت نوح علیہ السلام ← سام ← ارفکشاد ← شالخ ← عابر ← فالج ← رعو ← سروج ← ناحور ← تارخ (آزر) ← حضرت ابراہیم علیہ السلام ← حضرت اسمعیل علیہ السلام ← بشیرلی (لقب بیم ۔ طبع) ← سمیر (لقب بشیمین ۔ معظم فی الکل) ← حمران (لقب اسمعیل ذو الاوج) ← الدریا (لقب حجران الطعان) ← صید (لقب اسمعیل ذو الطبع) ← عقبر (لقب ابراہم جابح اشمل) ← عشی (لقب عافی عقبر ابن الجن) ← ماضی (لقب الظرب حالم النار) ← ناخش (لقب علقم) ← جام (لقب علقم) ← طائح (طاب) لقب صیقان ← یدلاف (تلاف) لقب رائمه ← بلداس (محتل) ← حرا (العوام) ← قیدار (دوباشرہ جزمی) ← عزام (عزام) ← عوض (لقب شمر منی) ← مزری (برمز) ← کی (شیبی) (لقب لجمھر) ← زارح (لقب قمر) ← ناحت ← مقصری (مقص) ← مقصری (لقب حسن ۔ زمل) ← ابہام (ایامی) (لقب دوس الفن ۔ احمل الفلق) ← اقتاد (لقب لیامہ) ← عیمر (عامر) لقب نیدوان ذوالا مد به ← ديشان (لقب ازد اریہ) ← عیضنی (لقب مافر) ← ارغہ (رومہ) (لقب عدون) ← شحن (لقب جنود) ← سنجون (تحزن) (لقب تصور) ← بشرلی (لقب بیم,urdu_left_arrow_chain,,no
EDGE_C40DAF116B,ENT_E6851D93F0,یدلاف تلاف لقب رايمه,یدلاف (تلاف) لقب رائمه,ENT_1CD9C2F9C2,بلداس محتل,بلداس (محتل),father_of_or_lineal_parent_of,medium,SRC003,1,1,SRC003 p.1 line 1,حضرت آدم علیہ السلام ← شیث علیہ السلام ← انوش ← قینان ← مہلائیل ← یرد ← اخنوخ (حضرت ادریس علیہ السلام) ← متوشلخ ← لامک ← حضرت نوح علیہ السلام ← سام ← ارفکشاد ← شالخ ← عابر ← فالج ← رعو ← سروج ← ناحور ← تارخ (آزر) ← حضرت ابراہیم علیہ السلام ← حضرت اسمعیل علیہ السلام ← بشیرلی (لقب بیم ۔ طبع) ← سمیر (لقب بشیمین ۔ معظم فی الکل) ← حمران (لقب اسمعیل ذو الاوج) ← الدریا (لقب حجران الطعان) ← صید (لقب اسمعیل ذو الطبع) ← عقبر (لقب ابراہم جابح اشمل) ← عشی (لقب عافی عقبر ابن الجن) ← ماضی (لقب الظرب حالم النار) ← ناخش (لقب علقم) ← جام (لقب علقم) ← طائح (طاب) لقب صیقان ← یدلاف (تلاف) لقب رائمه ← بلداس (محتل) ← حرا (العوام) ← قیدار (دوباشرہ جزمی) ← عزام (عزام) ← عوض (لقب شمر منی) ← مزری (برمز) ← کی (شیبی) (لقب لجمھر) ← زارح (لقب قمر) ← ناحت ← مقصری (مقص) ← مقصری (لقب حسن ۔ زمل) ← ابہام (ایامی) (لقب دوس الفن ۔ احمل الفلق) ← اقتاد (لقب لیامہ) ← عیمر (عامر) لقب نیدوان ذوالا مد به ← ديشان (لقب ازد اریہ) ← عیضنی (لقب مافر) ← ارغہ (رومہ) (لقب عدون) ← شحن (لقب جنود) ← سنجون (تحزن) (لقب تصور) ← بشرلی (لقب بیم,urdu_left_arrow_chain,,no
EDGE_9B8614A328,ENT_1CD9C2F9C2,بلداس محتل,بلداس (محتل),ENT_45866297C6,حرا العوام,حرا (العوام),father_of_or_lineal_parent_of,medium,SRC003,1,1,SRC003 p.1 line 1,حضرت آدم علیہ السلام ← شیث علیہ السلام ← انوش ← قینان ← مہلائیل ← یرد ← اخنوخ (حضرت ادریس علیہ السلام) ← متوشلخ ← لامک ← حضرت نوح علیہ السلام ← سام ← ارفکشاد ← شالخ ← عابر ← فالج ← رعو ← سروج ← ناحور ← تارخ (آزر) ← حضرت ابراہیم علیہ السلام ← حضرت اسمعیل علیہ السلام ← بشیرلی (لقب بیم ۔ طبع) ← سمیر (لقب بشیمین ۔ معظم فی الکل) ← حمران (لقب اسمعیل ذو الاوج) ← الدریا (لقب حجران الطعان) ← صید (لقب اسمعیل ذو الطبع) ← عقبر (لقب ابراہم جابح اشمل) ← عشی (لقب عافی عقبر ابن الجن) ← ماضی (لقب الظرب حالم النار) ← ناخش (لقب علقم) ← جام (لقب علقم) ← طائح (طاب) لقب صیقان ← یدلاف (تلاف) لقب رائمه ← بلداس (محتل) ← حرا (العوام) ← قیدار (دوباشرہ جزمی) ← عزام (عزام) ← عوض (لقب شمر منی) ← مزری (برمز) ← کی (شیبی) (لقب لجمھر) ← زارح (لقب قمر) ← ناحت ← مقصری (مقص) ← مقصری (لقب حسن ۔ زمل) ← ابہام (ایامی) (لقب دوس الفن ۔ احمل الفلق) ← اقتاد (لقب لیامہ) ← عیمر (عامر) لقب نیدوان ذوالا مد به ← ديشان (لقب ازد اریہ) ← عیضنی (لقب مافر) ← ارغہ (رومہ) (لقب عدون) ← شحن (لقب جنود) ← سنجون (تحزن) (لقب تصور) ← بشرلی (لقب بیم,urdu_left_arrow_chain,,no
EDGE_3EB3A2A0A4,ENT_45866297C6,حرا العوام,حرا (العوام),ENT_3DE32BF49E,قیدار دوباشرہ جزمی,قیدار (دوباشرہ جزمی),father_of_or_lineal_parent_of,medium,SRC003,1,1,SRC003 p.1 line 1,حضرت آدم علیہ السلام ← شیث علیہ السلام ← انوش ← قینان ← مہلائیل ← یرد ← اخنوخ (حضرت ادریس علیہ السلام) ← متوشلخ ← لامک ← حضرت نوح علیہ السلام ← سام ← ارفکشاد ← شالخ ← عابر ← فالج ← رعو ← سروج ← ناحور ← تارخ (آزر) ← حضرت ابراہیم علیہ السلام ← حضرت اسمعیل علیہ السلام ← بشیرلی (لقب بیم ۔ طبع) ← سمیر (لقب بشیمین ۔ معظم فی الکل) ← حمران (لقب اسمعیل ذو الاوج) ← الدریا (لقب حجران الطعان) ← صید (لقب اسمعیل ذو الطبع) ← عقبر (لقب ابراہم جابح اشمل) ← عشی (لقب عافی عقبر ابن الجن) ← ماضی (لقب الظرب حالم النار) ← ناخش (لقب علقم) ← جام (لقب علقم) ← طائح (طاب) لقب صیقان ← یدلاف (تلاف) لقب رائمه ← بلداس (محتل) ← حرا (العوام) ← قیدار (دوباشرہ جزمی) ← عزام (عزام) ← عوض (لقب شمر منی) ← مزری (برمز) ← کی (شیبی) (لقب لجمھر) ← زارح (لقب قمر) ← ناحت ← مقصری (مقص) ← مقصری (لقب حسن ۔ زمل) ← ابہام (ایامی) (لقب دوس الفن ۔ احمل الفلق) ← اقتاد (لقب لیامہ) ← عیمر (عامر) لقب نیدوان ذوالا مد به ← ديشان (لقب ازد اریہ) ← عیضنی (لقب مافر) ← ارغہ (رومہ) (لقب عدون) ← شحن (لقب جنود) ← سنجون (تحزن) (لقب تصور) ← بشرلی (لقب بیم,urdu_left_arrow_chain,,no
EDGE_736004471C,ENT_3DE32BF49E,قیدار دوباشرہ جزمی,قیدار (دوباشرہ جزمی),ENT_D9F0028527,عزام عزام,عزام (عزام),father_of_or_lineal_parent_of,medium,SRC003,1,1,SRC003 p.1 line 1,حضرت آدم علیہ السلام ← شیث علیہ السلام ← انوش ← قینان ← مہلائیل ← یرد ← اخنوخ (حضرت ادریس علیہ السلام) ← متوشلخ ← لامک ← حضرت نوح علیہ السلام ← سام ← ارفکشاد ← شالخ ← عابر ← فالج ← رعو ← سروج ← ناحور ← تارخ (آزر) ← حضرت ابراہیم علیہ السلام ← حضرت اسمعیل علیہ السلام ← بشیرلی (لقب بیم ۔ طبع) ← سمیر (لقب بشیمین ۔ معظم فی الکل) ← حمران (لقب اسمعیل ذو الاوج) ← الدریا (لقب حجران الطعان) ← صید (لقب اسمعیل ذو الطبع) ← عقبر (لقب ابراہم جابح اشمل) ← عشی (لقب عافی عقبر ابن الجن) ← ماضی (لقب الظرب حالم النار) ← ناخش (لقب علقم) ← جام (لقب علقم) ← طائح (طاب) لقب صیقان ← یدلاف (تلاف) لقب رائمه ← بلداس (محتل) ← حرا (العوام) ← قیدار (دوباشرہ جزمی) ← عزام (عزام) ← عوض (لقب شمر منی) ← مزری (برمز) ← کی (شیبی) (لقب لجمھر) ← زارح (لقب قمر) ← ناحت ← مقصری (مقص) ← مقصری (لقب حسن ۔ زمل) ← ابہام (ایامی) (لقب دوس الفن ۔ احمل الفلق) ← اقتاد (لقب لیامہ) ← عیمر (عامر) لقب نیدوان ذوالا مد به ← ديشان (لقب ازد اریہ) ← عیضنی (لقب مافر) ← ارغہ (رومہ) (لقب عدون) ← شحن (لقب جنود) ← سنجون (تحزن) (لقب تصور) ← بشرلی (لقب بیم,urdu_left_arrow_chain,,no
EDGE_321ED5A54C,ENT_D9F0028527,عزام عزام,عزام (عزام),ENT_B8F0AE0535,عوض لقب شمر منی,عوض (لقب شمر منی),father_of_or_lineal_parent_of,medium,SRC003,1,1,SRC003 p.1 line 1,حضرت آدم علیہ السلام ← شیث علیہ السلام ← انوش ← قینان ← مہلائیل ← یرد ← اخنوخ (حضرت ادریس علیہ السلام) ← متوشلخ ← لامک ← حضرت نوح علیہ السلام ← سام ← ارفکشاد ← شالخ ← عابر ← فالج ← رعو ← سروج ← ناحور ← تارخ (آزر) ← حضرت ابراہیم علیہ السلام ← حضرت اسمعیل علیہ السلام ← بشیرلی (لقب بیم ۔ طبع) ← سمیر (لقب بشیمین ۔ معظم فی الکل) ← حمران (لقب اسمعیل ذو الاوج) ← الدریا (لقب حجران الطعان) ← صید (لقب اسمعیل ذو الطبع) ← عقبر (لقب ابراہم جابح اشمل) ← عشی (لقب عافی عقبر ابن الجن) ← ماضی (لقب الظرب حالم النار) ← ناخش (لقب علقم) ← جام (لقب علقم) ← طائح (طاب) لقب صیقان ← یدلاف (تلاف) لقب رائمه ← بلداس (محتل) ← حرا (العوام) ← قیدار (دوباشرہ جزمی) ← عزام (عزام) ← عوض (لقب شمر منی) ← مزری (برمز) ← کی (شیبی) (لقب لجمھر) ← زارح (لقب قمر) ← ناحت ← مقصری (مقص) ← مقصری (لقب حسن ۔ زمل) ← ابہام (ایامی) (لقب دوس الفن ۔ احمل الفلق) ← اقتاد (لقب لیامہ) ← عیمر (عامر) لقب نیدوان ذوالا مد به ← ديشان (لقب ازد اریہ) ← عیضنی (لقب مافر) ← ارغہ (رومہ) (لقب عدون) ← شحن (لقب جنود) ← سنجون (تحزن) (لقب تصور) ← بشرلی (لقب بیم,urdu_left_arrow_chain,,no
EDGE_44B6AF7774,ENT_B8F0AE0535,عوض لقب شمر منی,عوض (لقب شمر منی),ENT_2A01406F8C,مزری برمز,مزری (برمز),father_of_or_lineal_parent_of,medium,SRC003,1,1,SRC003 p.1 line 1,حضرت آدم علیہ السلام ← شیث علیہ السلام ← انوش ← قینان ← مہلائیل ← یرد ← اخنوخ (حضرت ادریس علیہ السلام) ← متوشلخ ← لامک ← حضرت نوح علیہ السلام ← سام ← ارفکشاد ← شالخ ← عابر ← فالج ← رعو ← سروج ← ناحور ← تارخ (آزر) ← حضرت ابراہیم علیہ السلام ← حضرت اسمعیل علیہ السلام ← بشیرلی (لقب بیم ۔ طبع) ← سمیر (لقب بشیمین ۔ معظم فی الکل) ← حمران (لقب اسمعیل ذو الاوج) ← الدریا (لقب حجران الطعان) ← صید (لقب اسمعیل ذو الطبع) ← عقبر (لقب ابراہم جابح اشمل) ← عشی (لقب عافی عقبر ابن الجن) ← ماضی (لقب الظرب حالم النار) ← ناخش (لقب علقم) ← جام (لقب علقم) ← طائح (طاب) لقب صیقان ← یدلاف (تلاف) لقب رائمه ← بلداس (محتل) ← حرا (العوام) ← قیدار (دوباشرہ جزمی) ← عزام (عزام) ← عوض (لقب شمر منی) ← مزری (برمز) ← کی (شیبی) (لقب لجمھر) ← زارح (لقب قمر) ← ناحت ← مقصری (مقص) ← مقصری (لقب حسن ۔ زمل) ← ابہام (ایامی) (لقب دوس الفن ۔ احمل الفلق) ← اقتاد (لقب لیامہ) ← عیمر (عامر) لقب نیدوان ذوالا مد به ← ديشان (لقب ازد اریہ) ← عیضنی (لقب مافر) ← ارغہ (رومہ) (لقب عدون) ← شحن (لقب جنود) ← سنجون (تحزن) (لقب تصور) ← بشرلی (لقب بیم,urdu_left_arrow_chain,,no
EDGE_0C041804F7,ENT_2A01406F8C,مزری برمز,مزری (برمز),ENT_C2C019B6DB,کی شیبی لقب لجمھر,کی (شیبی) (لقب لجمھر),father_of_or_lineal_parent_of,medium,SRC003,1,1,SRC003 p.1 line 1,حضرت آدم علیہ السلام ← شیث علیہ السلام ← انوش ← قینان ← مہلائیل ← یرد ← اخنوخ (حضرت ادریس علیہ السلام) ← متوشلخ ← لامک ← حضرت نوح علیہ السلام ← سام ← ارفکشاد ← شالخ ← عابر ← فالج ← رعو ← سروج ← ناحور ← تارخ (آزر) ← حضرت ابراہیم علیہ السلام ← حضرت اسمعیل علیہ السلام ← بشیرلی (لقب بیم ۔ طبع) ← سمیر (لقب بشیمین ۔ معظم فی الکل) ← حمران (لقب اسمعیل ذو الاوج) ← الدریا (لقب حجران الطعان) ← صید (لقب اسمعیل ذو الطبع) ← عقبر (لقب ابراہم جابح اشمل) ← عشی (لقب عافی عقبر ابن الجن) ← ماضی (لقب الظرب حالم النار) ← ناخش (لقب علقم) ← جام (لقب علقم) ← طائح (طاب) لقب صیقان ← یدلاف (تلاف) لقب رائمه ← بلداس (محتل) ← حرا (العوام) ← قیدار (دوباشرہ جزمی) ← عزام (عزام) ← عوض (لقب شمر منی) ← مزری (برمز) ← کی (شیبی) (لقب لجمھر) ← زارح (لقب قمر) ← ناحت ← مقصری (مقص) ← مقصری (لقب حسن ۔ زمل) ← ابہام (ایامی) (لقب دوس الفن ۔ احمل الفلق) ← اقتاد (لقب لیامہ) ← عیمر (عامر) لقب نیدوان ذوالا مد به ← ديشان (لقب ازد اریہ) ← عیضنی (لقب مافر) ← ارغہ (رومہ) (لقب عدون) ← شحن (لقب جنود) ← سنجون (تحزن) (لقب تصور) ← بشرلی (لقب بیم,urdu_left_arrow_chain,,no
EDGE_1FA4D3E7C5,ENT_C2C019B6DB,کی شیبی لقب لجمھر,کی (شیبی) (لقب لجمھر),ENT_26EA3EA0FD,زارح لقب قمر,زارح (لقب قمر),father_of_or_lineal_parent_of,medium,SRC003,1,1,SRC003 p.1 line 1,حضرت آدم علیہ السلام ← شیث علیہ السلام ← انوش ← قینان ← مہلائیل ← یرد ← اخنوخ (حضرت ادریس علیہ السلام) ← متوشلخ ← لامک ← حضرت نوح علیہ السلام ← سام ← ارفکشاد ← شالخ ← عابر ← فالج ← رعو ← سروج ← ناحور ← تارخ (آزر) ← حضرت ابراہیم علیہ السلام ← حضرت اسمعیل علیہ السلام ← بشیرلی (لقب بیم ۔ طبع) ← سمیر (لقب بشیمین ۔ معظم فی الکل) ← حمران (لقب اسمعیل ذو الاوج) ← الدریا (لقب حجران الطعان) ← صید (لقب اسمعیل ذو الطبع) ← عقبر (لقب ابراہم جابح اشمل) ← عشی (لقب عافی عقبر ابن الجن) ← ماضی (لقب الظرب حالم النار) ← ناخش (لقب علقم) ← جام (لقب علقم) ← طائح (طاب) لقب صیقان ← یدلاف (تلاف) لقب رائمه ← بلداس (محتل) ← حرا (العوام) ← قیدار (دوباشرہ جزمی) ← عزام (عزام) ← عوض (لقب شمر منی) ← مزری (برمز) ← کی (شیبی) (لقب لجمھر) ← زارح (لقب قمر) ← ناحت ← مقصری (مقص) ← مقصری (لقب حسن ۔ زمل) ← ابہام (ایامی) (لقب دوس الفن ۔ احمل الفلق) ← اقتاد (لقب لیامہ) ← عیمر (عامر) لقب نیدوان ذوالا مد به ← ديشان (لقب ازد اریہ) ← عیضنی (لقب مافر) ← ارغہ (رومہ) (لقب عدون) ← شحن (لقب جنود) ← سنجون (تحزن) (لقب تصور) ← بشرلی (لقب بیم,urdu_left_arrow_chain,,no
EDGE_AFC155A835,ENT_26EA3EA0FD,زارح لقب قمر,زارح (لقب قمر),ENT_127B9C426B,ناحت,ناحت,father_of_or_lineal_parent_of,medium,SRC003,1,1,SRC003 p.1 line 1,حضرت آدم علیہ السلام ← شیث علیہ السلام ← انوش ← قینان ← مہلائیل ← یرد ← اخنوخ (حضرت ادریس علیہ السلام) ← متوشلخ ← لامک ← حضرت نوح علیہ السلام ← سام ← ارفکشاد ← شالخ ← عابر ← فالج ← رعو ← سروج ← ناحور ← تارخ (آزر) ← حضرت ابراہیم علیہ السلام ← حضرت اسمعیل علیہ السلام ← بشیرلی (لقب بیم ۔ طبع) ← سمیر (لقب بشیمین ۔ معظم فی الکل) ← حمران (لقب اسمعیل ذو الاوج) ← الدریا (لقب حجران الطعان) ← صید (لقب اسمعیل ذو الطبع) ← عقبر (لقب ابراہم جابح اشمل) ← عشی (لقب عافی عقبر ابن الجن) ← ماضی (لقب الظرب حالم النار) ← ناخش (لقب علقم) ← جام (لقب علقم) ← طائح (طاب) لقب صیقان ← یدلاف (تلاف) لقب رائمه ← بلداس (محتل) ← حرا (العوام) ← قیدار (دوباشرہ جزمی) ← عزام (عزام) ← عوض (لقب شمر منی) ← مزری (برمز) ← کی (شیبی) (لقب لجمھر) ← زارح (لقب قمر) ← ناحت ← مقصری (مقص) ← مقصری (لقب حسن ۔ زمل) ← ابہام (ایامی) (لقب دوس الفن ۔ احمل الفلق) ← اقتاد (لقب لیامہ) ← عیمر (عامر) لقب نیدوان ذوالا مد به ← ديشان (لقب ازد اریہ) ← عیضنی (لقب مافر) ← ارغہ (رومہ) (لقب عدون) ← شحن (لقب جنود) ← سنجون (تحزن) (لقب تصور) ← بشرلی (لقب بیم,urdu_left_arrow_chain,,no
EDGE_806FFAE877,ENT_127B9C426B,ناحت,ناحت,ENT_DEF627BEDF,مقصری مقص,مقصری (مقص),father_of_or_lineal_parent_of,medium,SRC003,1,1,SRC003 p.1 line 1,حضرت آدم علیہ السلام ← شیث علیہ السلام ← انوش ← قینان ← مہلائیل ← یرد ← اخنوخ (حضرت ادریس علیہ السلام) ← متوشلخ ← لامک ← حضرت نوح علیہ السلام ← سام ← ارفکشاد ← شالخ ← عابر ← فالج ← رعو ← سروج ← ناحور ← تارخ (آزر) ← حضرت ابراہیم علیہ السلام ← حضرت اسمعیل علیہ السلام ← بشیرلی (لقب بیم ۔ طبع) ← سمیر (لقب بشیمین ۔ معظم فی الکل) ← حمران (لقب اسمعیل ذو الاوج) ← الدریا (لقب حجران الطعان) ← صید (لقب اسمعیل ذو الطبع) ← عقبر (لقب ابراہم جابح اشمل) ← عشی (لقب عافی عقبر ابن الجن) ← ماضی (لقب الظرب حالم النار) ← ناخش (لقب علقم) ← جام (لقب علقم) ← طائح (طاب) لقب صیقان ← یدلاف (تلاف) لقب رائمه ← بلداس (محتل) ← حرا (العوام) ← قیدار (دوباشرہ جزمی) ← عزام (عزام) ← عوض (لقب شمر منی) ← مزری (برمز) ← کی (شیبی) (لقب لجمھر) ← زارح (لقب قمر) ← ناحت ← مقصری (مقص) ← مقصری (لقب حسن ۔ زمل) ← ابہام (ایامی) (لقب دوس الفن ۔ احمل الفلق) ← اقتاد (لقب لیامہ) ← عیمر (عامر) لقب نیدوان ذوالا مد به ← ديشان (لقب ازد اریہ) ← عیضنی (لقب مافر) ← ارغہ (رومہ) (لقب عدون) ← شحن (لقب جنود) ← سنجون (تحزن) (لقب تصور) ← بشرلی (لقب بیم,urdu_left_arrow_chain,,no
